Row  ,Par1 ,Par2 ,Smp1 ,Par3 ,Par4 ,Smp2 ,Inst# ,InstName      ,Smp1Desc ,Smp1Note ,Smp2Desc ,Smp2Note
00c6 ,0031 ,0023 ,007e ,0012 ,002d ,007e ,33    ,VIBRAPHONE2   ,Horn4    ,A1       ,Horn4    ,A1
00c7 ,0031 ,0024 ,0011 ,0012 ,0045 ,0011 ,33    ,VIBRAPHONE2   ,Sine1    ,A2       ,Sine1    ,A2
00c8 ,0031 ,0023 ,007f ,0012 ,002d ,007f ,33    ,VIBRAPHONE2   ,Horn4    ,A2       ,Horn4    ,A2
00c9 ,0031 ,0024 ,0012 ,0012 ,0045 ,0012 ,33    ,VIBRAPHONE2   ,Sine1    ,A3       ,Sine1    ,A3
00ca ,0031 ,0023 ,0080 ,0012 ,002d ,0080 ,33    ,VIBRAPHONE2   ,Horn4    ,A3       ,Horn4    ,A3
00cb ,0031 ,0024 ,0013 ,0012 ,0045 ,0013 ,33    ,VIBRAPHONE2   ,Sine1    ,A4       ,Sine1    ,A4
00cc ,0031 ,0023 ,0081 ,0012 ,002d ,0081 ,33    ,VIBRAPHONE2   ,Horn4    ,A4       ,Horn4    ,A4

00cd ,0000 ,0039 ,0082 ,0000 ,0039 ,0082 ,34    ,MUSICBOX      ,TriM     ,A0       ,TriM     ,A0
00ce ,0000 ,0039 ,0083 ,0000 ,0039 ,0083 ,34    ,MUSICBOX      ,TriM     ,A1       ,TriM     ,A1
00cf ,0000 ,0039 ,0084 ,0000 ,0039 ,0084 ,34    ,MUSICBOX      ,TriM     ,A2       ,TriM     ,A2
00d0 ,0000 ,0039 ,0085 ,0000 ,0039 ,0085 ,34    ,MUSICBOX      ,TriM     ,A3       ,TriM     ,A3
00d1 ,0000 ,0039 ,0086 ,0000 ,0039 ,0086 ,34    ,MUSICBOX      ,TriM     ,A4       ,TriM     ,A4

00d2 ,0000 ,00b0 ,0087 ,0000 ,00b0 ,0087 ,35    ,XYLOPHONE     ,SineM4   ,A0       ,SineM4   ,A0
00d3 ,0000 ,00b1 ,0088 ,0000 ,00b1 ,0088 ,35    ,XYLOPHONE     ,SineM4   ,A1       ,SineM4   ,A1
00d4 ,0000 ,00b2 ,0089 ,0000 ,00b2 ,0089 ,35    ,XYLOPHONE     ,SineM4   ,A2       ,SineM4   ,A2
00d5 ,0000 ,00b2 ,008a ,0000 ,00b2 ,008a ,35    ,XYLOPHONE     ,SineM4   ,A3       ,SineM4   ,A3
00d6 ,0000 ,00b2 ,008b ,0000 ,00b2 ,008b ,35    ,XYLOPHONE     ,SineM4   ,A4       ,SineM4   ,A4

00d7 ,0037 ,0029 ,008c ,0019 ,0046 ,008c ,36    ,BELLS1        ,Bell2    ,A1       ,Bell2    ,A1
00d8 ,0037 ,0029 ,008d ,0019 ,0046 ,008d ,36    ,BELLS1        ,Bell2    ,A2       ,Bell2    ,A2
00d9 ,0037 ,0029 ,008e ,0019 ,0046 ,008e ,36    ,BELLS1        ,Bell2    ,A4       ,Bell2    ,A4

00da ,0031 ,0007 ,008f ,0000 ,002e ,008f ,37    ,TREECHIME     ,SinM12   ,A0       ,SinM12   ,A0
00db ,0031 ,0007 ,0090 ,0000 ,002e ,0090 ,37    ,TREECHIME     ,SinM12   ,A1       ,SinM12   ,A1
00dc ,0031 ,0007 ,0091 ,0000 ,002e ,0091 ,37    ,TREECHIME     ,SinM12   ,A2       ,SinM12   ,A2
00dd ,0031 ,0007 ,0092 ,0000 ,002e ,0092 ,37    ,TREECHIME     ,SinM12   ,A3       ,SinM12   ,A3
00de ,0031 ,0007 ,0093 ,0000 ,002e ,0093 ,37    ,TREECHIME     ,SinM12   ,A4       ,SinM12   ,A4

00df ,003b ,0025 ,0094 ,0000 ,0042 ,0094 ,38    ,BELLS2        ,Bell4    ,A1       ,Bell4    ,A1
00e0 ,003b ,0025 ,0094 ,0000 ,0042 ,0094 ,38    ,BELLS2        ,Bell4    ,A1       ,Bell4    ,A1
00e1 ,003b ,0025 ,0095 ,0000 ,0042 ,0095 ,38    ,BELLS2        ,Bell4    ,A2       ,Bell4    ,A2
00e2 ,003b ,0025 ,0096 ,0000 ,0042 ,0096 ,38    ,BELLS2        ,Bell4    ,A3       ,Bell4    ,A3
00e3 ,003b ,0025 ,0097 ,0000 ,0042 ,0097 ,38    ,BELLS2        ,Bell4    ,A4       ,Bell4    ,A4

00e4 ,0000 ,00db ,0098 ,0000 ,00db ,0098 ,39    ,PERCUSSION    ,KickDr   ,C0       ,KickDr   ,C0
00e5 ,0000 ,00d8 ,0099 ,0000 ,00d8 ,0099 ,39    ,PERCUSSION    ,Snare1   ,A#0      ,Snare1   ,A#0
00e6 ,0000 ,00db ,009a ,0000 ,00db ,009a ,39    ,PERCUSSION    ,Snare2   ,G#0      ,Snare2   ,G#0
00e7 ,0000 ,0030 ,009b ,0000 ,0090 ,009b ,39    ,PERCUSSION    ,HHClsd   ,A#0      ,HHClsd   ,A#0
00e8 ,0000 ,0031 ,009c ,0000 ,0092 ,009c ,39    ,PERCUSSION    ,HHOpen   ,D1       ,HHOpen   ,D1
00e9 ,0000 ,003c ,009e ,0000 ,00ab ,009e ,39    ,PERCUSSION    ,Crash1   ,??       ,Crash1   ,??
00ea ,0000 ,00ac ,00a2 ,0000 ,003d ,00a2 ,39    ,PERCUSSION    ,Cymbl1   ,??       ,Cymbl1   ,??
00eb ,0000 ,002a ,00a3 ,0000 ,00db ,00a3 ,39    ,PERCUSSION    ,Tom1     ,??       ,Tom1     ,??
00ec ,0000 ,0056 ,00a4 ,0000 ,00ac ,00a4 ,39    ,PERCUSSION    ,Tom1     ,??       ,Tom1     ,??
00ed ,0000 ,00ac ,00a5 ,0000 ,00db ,00a5 ,39    ,PERCUSSION    ,Tom1     ,??       ,Tom1     ,??
00ee ,0000 ,00db ,00a6 ,0000 ,002a ,00a6 ,39    ,PERCUSSION    ,Tom1     ,??       ,Tom1     ,??
00ef ,0000 ,007b ,00a7 ,0000 ,007b ,00a7 ,39    ,PERCUSSION    ,Cowbll   ,??       ,Cowbll   ,??
00f0 ,0000 ,002a ,00aa ,0000 ,00da ,00aa ,39    ,PERCUSSION    ,Bongo1   ,??       ,Bongo1   ,??
00f1 ,0000 ,00db ,00af ,0000 ,003d ,00af ,39    ,PERCUSSION    ,Shaker   ,??       ,Shaker   ,??
00f2 ,0000 ,002f ,0074 ,0000 ,0077 ,0074 ,39    ,PERCUSSION    ,Xylo1    ,B4       ,Xylo1    ,B4
00f3 ,0000 ,00db ,00b1 ,0000 ,00db ,00b1 ,39    ,PERCUSSION    ,Snare3   ,??       ,Snare3   ,??

00f4 ,0031 ,00d0 ,0068 ,0000 ,00d0 ,0068 ,40    ,ACOUSGUITAR   ,AGuit1   ,A1       ,AGuit1   ,A1
00f5 ,0031 ,00d2 ,006a ,0000 ,00d2 ,006a ,40    ,ACOUSGUITAR   ,AGuit1   ,A2       ,AGuit1   ,A2
00f6 ,0031 ,00d4 ,006c ,0000 ,00d4 ,006c ,40    ,ACOUSGUITAR   ,AGuit1   ,A3       ,AGuit1   ,A3
00f7 ,0031 ,00d4 ,006e ,0000 ,00d4 ,006e ,40    ,ACOUSGUITAR   ,AGuit1   ,A4       ,AGuit1   ,A4

00f8 ,0031 ,001d ,00b2 ,0000 ,00cf ,00b2 ,41    ,JAZZGUITAR    ,Organ5   ,A1       ,Organ5   ,A1
00f9 ,0031 ,0021 ,00b3 ,0000 ,00d6 ,00b3 ,41    ,JAZZGUITAR    ,Organ5   ,A2       ,Organ5   ,A2
00fa ,0031 ,0022 ,00b4 ,0000 ,00d7 ,00b4 ,41    ,JAZZGUITAR    ,Organ5   ,A3       ,Organ5   ,A3
00fb ,0031 ,0022 ,00b5 ,0000 ,00d7 ,00b5 ,41    ,JAZZGUITAR    ,Organ5   ,A4       ,Organ5   ,A4

00fc ,0000 ,0027 ,0018 ,0000 ,00cc ,0018 ,42    ,MUTEGUITAR    ,DistG1   ,A1       ,DistG1   ,A1
00fd ,0000 ,0027 ,001b ,0000 ,00cc ,001b ,42    ,MUTEGUITAR    ,DistG3   ,A3       ,DistG3   ,A3
00fe ,0000 ,0028 ,001e ,0000 ,00cd ,001e ,42    ,MUTEGUITAR    ,DistG3   ,A2       ,DistG3   ,A2
00ff ,0000 ,0028 ,001e ,0000 ,00cd ,001e ,42    ,MUTEGUITAR    ,DistG3   ,A2       ,DistG3   ,A2

0100 ,0037 ,001e ,0068 ,0012 ,00d1 ,0069 ,43    ,12DTRGUITAR   ,AGuit1   ,A1       ,AGuit2   ,A1
0101 ,0037 ,001f ,006a ,0012 ,00d3 ,006b ,43    ,12DTRGUITAR   ,AGuit1   ,A2       ,AGuit2   ,A2
0102 ,0037 ,0020 ,006c ,0012 ,00d5 ,006d ,43    ,12DTRGUITAR   ,AGuit1   ,A3       ,AGuit2   ,A3
0103 ,0037 ,0020 ,006e ,0012 ,00d5 ,006f ,43    ,12DTRGUITAR   ,AGuit1   ,A4       ,AGuit2   ,A4

0104 ,0000 ,004b ,00b6 ,0000 ,004b ,00b6 ,44    ,HARP          ,Horn5    ,A0       ,Horn5    ,A0
0105 ,0037 ,0097 ,00bb ,0031 ,0097 ,00bb ,44    ,HARP          ,SineW6   ,A0       ,SineW6   ,A0
0106 ,0000 ,004c ,00b7 ,0000 ,004c ,00b7 ,44    ,HARP          ,Horn5    ,A1       ,Horn5    ,A1
0107 ,0037 ,0098 ,00bd ,0031 ,0098 ,00bd ,44    ,HARP          ,SineW6   ,A1       ,SineW6   ,A1
0108 ,0000 ,004d ,00b8 ,0000 ,004d ,00b8 ,44    ,HARP          ,Horn5    ,A2       ,Horn5    ,A2
0109 ,0037 ,009a ,00bf ,0031 ,009a ,00bf ,44    ,HARP          ,SineW6   ,A2       ,SineW6   ,A2
010a ,0000 ,004e ,00b9 ,0000 ,004e ,00b9 ,44    ,HARP          ,Horn5    ,A3       ,Horn5    ,A3
010b ,0037 ,009b ,00c1 ,0031 ,009b ,00c1 ,44    ,HARP          ,SineW6   ,A3       ,SineW6   ,A3
010c ,0000 ,0050 ,00ba ,0000 ,0050 ,00ba ,44    ,HARP          ,Horn5    ,A4       ,Horn5    ,A4
010d ,0037 ,009c ,00c3 ,0031 ,009c ,00c3 ,44    ,HARP          ,SineW6   ,A4       ,SineW6   ,A4

010e ,0000 ,00bb ,0018 ,0000 ,00bb ,0018 ,45    ,FEEDBACK      ,DistG1   ,A1       ,DistG1   ,A1
010f ,0000 ,0033 ,00bc ,0000 ,0033 ,00bc ,45    ,FEEDBACK      ,SineW6   ,??       ,SineW6   ,??
0110 ,0001 ,00bb ,001a ,0001 ,00bc ,001a ,45    ,FEEDBACK      ,DistG1   ,A2       ,DistG1   ,A2
0111 ,0000 ,0033 ,00be ,0000 ,0033 ,00be ,45    ,FEEDBACK      ,SineW6   ,??       ,SineW6   ,??
0112 ,0000 ,00ba ,001d ,0000 ,00ba ,001d ,45    ,FEEDBACK      ,DistG1   ,A3       ,DistG1   ,A3
0113 ,0000 ,0033 ,00c0 ,0000 ,0033 ,00c0 ,45    ,FEEDBACK      ,SineW6   ,??       ,SineW6   ,??
0114 ,0000 ,00b9 ,001d ,0000 ,00b9 ,001d ,45    ,FEEDBACK      ,DistG1   ,A3       ,DistG1   ,A3
0115 ,0000 ,0033 ,00c2 ,0000 ,0033 ,00c2 ,45    ,FEEDBACK      ,SineW6   ,??       ,SineW6   ,??

0116 ,0031 ,0001 ,00b6 ,0000 ,0001 ,00b6 ,46    ,KOTO          ,Horn5    ,A0       ,Horn5    ,A0
0117 ,0031 ,0001 ,00b7 ,0000 ,0001 ,00b7 ,46    ,KOTO          ,Horn5    ,A1       ,Horn5    ,A1
0118 ,0031 ,0001 ,00b8 ,0000 ,0001 ,00b8 ,46    ,KOTO          ,Horn5    ,A2       ,Horn5    ,A2
0119 ,0031 ,0001 ,00b9 ,0000 ,0001 ,00b9 ,46    ,KOTO          ,Horn5    ,A3       ,Horn5    ,A3
011a ,0031 ,0001 ,00ba ,0000 ,0001 ,00ba ,46    ,KOTO          ,Horn5    ,A4       ,Horn5    ,A4

011b ,0000 ,00a7 ,00c4 ,0000 ,00a7 ,00c4 ,47    ,BANJO         ,SineM5   ,A0       ,SineM5   ,A0
011c ,0000 ,00a7 ,00c5 ,0000 ,00a7 ,00c5 ,47    ,BANJO         ,SineM5   ,A1       ,SineM5   ,A1
011d ,0000 ,00a8 ,00c6 ,0000 ,00a8 ,00c6 ,47    ,BANJO         ,SineM5   ,A2       ,SineM5   ,A2
011e ,0000 ,00a9 ,00c7 ,0000 ,00a9 ,00c7 ,47    ,BANJO         ,SineM5   ,A3       ,SineM5   ,A3
011f ,0000 ,00a9 ,00c8 ,0000 ,00a9 ,00c8 ,47    ,BANJO         ,SineM4   ,A4       ,SineM5   ,A4

0120 ,0000 ,00d0 ,0068 ,0000 ,0070 ,0047 ,48    ,STRINGGUITAR  ,AGuit1   ,A1       ,Strng1   ,A1
0121 ,0000 ,00d2 ,006a ,0019 ,0070 ,0048 ,48    ,STRINGGUITAR  ,AGuit1   ,A2       ,Strng1   ,A2
0122 ,0000 ,00d4 ,006c ,0019 ,0070 ,0048 ,48    ,STRINGGUITAR  ,AGuit1   ,A3       ,Strng1   ,A2
0123 ,0000 ,00d4 ,006c ,0019 ,0070 ,0049 ,48    ,STRINGGUITAR  ,AGuit1   ,A3       ,Strng1   ,A4
0124 ,0000 ,00d4 ,006e ,0019 ,0070 ,0049 ,48    ,STRINGGUITAR  ,AGuit1   ,A4       ,Strng1   ,A4

0125 ,0031 ,0000 ,0019 ,0012 ,0000 ,0019 ,49    ,DISTGUITAR2   ,DistG2   ,A1       ,DistG2   ,A1
0126 ,0031 ,0000 ,001c ,0012 ,0000 ,001c ,49    ,DISTGUITAR2   ,DistG2   ,A2       ,DistG2   ,A2
0127 ,0031 ,0000 ,001f ,0012 ,0000 ,001f ,49    ,DISTGUITAR2   ,DistG2   ,A3       ,DistG2   ,A3
0128 ,0031 ,0000 ,001f ,0012 ,0000 ,001f ,49    ,DISTGUITAR2   ,DistG2   ,A3       ,DistG2   ,A3

0129 ,0000 ,0072 ,00c9 ,0000 ,0072 ,00c9 ,50    ,CLARINET
012a ,0000 ,0072 ,00ca ,0000 ,0072 ,00ca ,50    ,CLARINET
012b ,0000 ,0072 ,00cb ,0000 ,0072 ,00cb ,50    ,CLARINET
012c ,0000 ,0072 ,00cc ,0000 ,0072 ,00cc ,50    ,CLARINET

012d ,0010 ,004a ,00cd ,0010 ,004a ,00cd ,51    ,OBOE
012e ,0010 ,004a ,00ce ,0010 ,004a ,00ce ,51    ,OBOE
012f ,0010 ,004a ,00cf ,0010 ,004a ,00cf ,51    ,OBOE

0130 ,0011 ,00df ,00d0 ,0011 ,00df ,00d0 ,52    ,TRUMPET
0131 ,0011 ,00df ,00d1 ,0011 ,00df ,00d1 ,52    ,TRUMPET
0132 ,0011 ,00df ,00d2 ,0011 ,00df ,00d2 ,52    ,TRUMPET
0133 ,0011 ,00df ,00d3 ,0011 ,00df ,00d3 ,52    ,TRUMPET

0134 ,0036 ,002b ,00d4 ,000e ,002b ,00d4 ,53    ,VIOLIN
0135 ,0036 ,002b ,00d5 ,000e ,002b ,00d5 ,53    ,VIOLIN
0136 ,0036 ,002b ,00d6 ,000e ,002b ,00d6 ,53    ,VIOLIN
0137 ,0036 ,002b ,00d7 ,000e ,002b ,00d7 ,53    ,VIOLIN
0138 ,0036 ,002b ,00d8 ,000e ,002b ,00d8 ,53    ,VIOLIN

0139 ,000e ,003b ,00d9 ,000e ,003b ,00d9 ,54    ,CELLO
013a ,000e ,003b ,00da ,000e ,003b ,00da ,54    ,CELLO
013b ,000e ,003b ,00db ,000e ,003b ,00db ,54    ,CELLO
013c ,000e ,003b ,00dc ,000e ,003b ,00dc ,54    ,CELLO
013d ,000e ,003b ,00dd ,000e ,003b ,00dd ,54    ,CELLO

013e ,000f ,009f ,0057 ,0010 ,004a ,00cd ,55    ,CLARILEAD
013f ,000f ,009f ,0057 ,0010 ,004a ,00cd ,55    ,CLARILEAD
0140 ,000f ,00a1 ,0058 ,0010 ,004a ,00ce ,55    ,CLARILEAD
0141 ,000f ,00a1 ,0058 ,0010 ,004a ,00ce ,55    ,CLARILEAD
0142 ,0000 ,00a1 ,0059 ,0010 ,004a ,00cf ,55    ,CLARILEAD

0143 ,0009 ,006d ,00de ,0009 ,006d ,00de ,56    ,HARMONICA
0144 ,0009 ,006d ,00df ,0009 ,006d ,00df ,56    ,HARMONICA
0145 ,0009 ,006d ,00e0 ,0009 ,006d ,00e0 ,56    ,HARMONICA
0146 ,0009 ,006d ,00e1 ,0009 ,006d ,00e1 ,56    ,HARMONICA
0147 ,0009 ,006d ,00e2 ,0009 ,006d ,00e2 ,56    ,HARMONICA

0148 ,0025 ,00ad ,0039 ,0025 ,00ad ,0039 ,57    ,TROMBONE      ,SawW1    ,A1       ,SawW1    ,A1
0149 ,0022 ,00ad ,0038 ,0022 ,00ad ,0038 ,57    ,TROMBONE      ,SawW1    ,A1       ,SawW1    ,A1
014a ,0021 ,00ad ,003a ,0021 ,00ad ,003a ,57    ,TROMBONE      ,SawW1    ,A2       ,SawW1    ,A2
014b ,0047 ,00ad ,003b ,0047 ,00ad ,003b ,57    ,TROMBONE      ,SawW1    ,A3       ,SawW1    ,A3
014c ,0048 ,00ad ,003c ,0048 ,00ad ,003c ,57    ,TROMBONE      ,SawW1    ,A4       ,SawW1    ,A4

014d ,0038 ,0099 ,00e3 ,001a ,0099 ,00e3 ,58    ,BAGPIPE
014e ,0038 ,0099 ,00e3 ,001a ,0099 ,00e3 ,58    ,BAGPIPE
014f ,0038 ,0099 ,00e4 ,001a ,0099 ,00e4 ,58    ,BAGPIPE
0150 ,0037 ,0099 ,00e5 ,0019 ,0099 ,00e5 ,58    ,BAGPIPE
0151 ,0037 ,0099 ,00e6 ,0019 ,0099 ,00e6 ,58    ,BAGPIPE

0152 ,0000 ,005b ,00e7 ,0000 ,005b ,00e7 ,59    ,CORNET
0153 ,0000 ,005e ,00e9 ,0000 ,005e ,00e9 ,59    ,CORNET
0154 ,0000 ,0061 ,00eb ,0000 ,0061 ,00eb ,59    ,CORNET
0155 ,0000 ,0061 ,00ed ,0000 ,0061 ,00ed ,59    ,CORNET
0156 ,0000 ,0061 ,00ef ,0000 ,0061 ,00ef ,59    ,CORNET

0157 ,000a ,00a0 ,00f0 ,000a ,00a0 ,00f0 ,60    ,SYNTHREED2    ,240dec   ,
0158 ,000a ,00a0 ,00f1 ,000a ,00a0 ,00f1 ,60    ,SYNTHREED2
0159 ,000a ,00a0 ,00f2 ,000a ,00a0 ,00f2 ,60    ,SYNTHREED2
015a ,000a ,00a0 ,00f3 ,000a ,00a0 ,00f3 ,60    ,SYNTHREED2
015b ,000a ,00a0 ,00f4 ,000a ,00a0 ,00f4 ,60    ,SYNTHREED2

015c ,0035 ,0058 ,00f5 ,0050 ,0058 ,00f5 ,61    ,POPLEAD
015d ,0035 ,0058 ,00f6 ,0051 ,0058 ,00f6 ,61    ,POPLEAD
015e ,0035 ,0058 ,00f7 ,0051 ,0058 ,00f7 ,61    ,POPLEAD
015f ,0035 ,0058 ,00f8 ,0051 ,0058 ,00f8 ,61    ,POPLEAD
0160 ,0035 ,0058 ,00f9 ,0051 ,0058 ,00f9 ,61    ,POPLEAD

0161 ,000b ,002c ,00fa ,0023 ,0071 ,00fa ,62    ,SYNTHLEAD1
0162 ,000b ,002c ,00fb ,0024 ,0071 ,00fb ,62    ,SYNTHLEAD1
0163 ,000b ,002c ,00fc ,004b ,0071 ,00fc ,62    ,SYNTHLEAD1
0164 ,000b ,002c ,00fd ,004b ,0071 ,00fd ,62    ,SYNTHLEAD1
0165 ,000b ,002c ,00fe ,004b ,0071 ,00fe ,62    ,SYNTHLEAD1

0166 ,000a ,0060 ,00ff ,000a ,0060 ,00ff ,63    ,SYNTHLEAD2    ,255Sq
0167 ,000a ,0060 ,0100 ,000a ,0060 ,0100 ,63    ,SYNTHLEAD2
0168 ,000a ,0060 ,0101 ,000a ,0060 ,0101 ,63    ,SYNTHLEAD2
0169 ,000a ,0060 ,0102 ,000a ,0060 ,0102 ,63    ,SYNTHLEAD2
016a ,000a ,0060 ,0103 ,000a ,0060 ,0103 ,63    ,SYNTHLEAD2

016b ,0031 ,0075 ,0104 ,0000 ,0075 ,0104 ,64    ,POWERLEAD     ,SawM9    ,A1       ,SawM9    ,A1
016c ,0000 ,0069 ,0108 ,0000 ,0069 ,0108 ,64    ,POWERLEAD     ,SawM7    ,A0       ,SawM7    ,A0
016d ,0031 ,0075 ,0104 ,0000 ,0075 ,0104 ,64    ,POWERLEAD     ,SawM9    ,A1       ,SawM9    ,A1
016e ,0000 ,0069 ,0109 ,0000 ,0069 ,0109 ,64    ,POWERLEAD     ,SawM7    ,A1       ,SawM7    ,A1
016f ,0031 ,0075 ,0105 ,0000 ,0075 ,0105 ,64    ,POWERLEAD     ,SawM9    ,A2       ,SawM9    ,A2
0170 ,0000 ,0069 ,010a ,0000 ,0069 ,010a ,64    ,POWERLEAD     ,SawM7    ,A2       ,SawM7    ,A2
0171 ,0031 ,0075 ,0106 ,0000 ,0075 ,0106 ,64    ,POWERLEAD     ,SawM9    ,A3       ,SawM9    ,A3
0172 ,0000 ,0069 ,010b ,0000 ,0069 ,010b ,64    ,POWERLEAD     ,SawM7    ,A3       ,SawM7    ,A3
0173 ,0031 ,0075 ,0107 ,0000 ,0075 ,0107 ,64    ,POWERLEAD     ,SawM9    ,A4       ,SawM9    ,A4
0174 ,0000 ,0069 ,010c ,0000 ,0069 ,010c ,64    ,POWERLEAD     ,SawM7    ,A4       ,SawM7    ,A4

0175 ,000f ,009f ,0057 ,000f ,009f ,0057 ,65    ,FLUTE         ,SinM111  ,A1       ,SinM11   ,A1
0176 ,000f ,00a1 ,0058 ,000f ,00a1 ,0058 ,65    ,FLUTE         ,SinM111  ,A3       ,SinM11   ,A3
0177 ,000f ,00a1 ,0059 ,000f ,00a1 ,0059 ,65    ,FLUTE         ,SinM111  ,A4       ,SinM11   ,A4

0178 ,004f ,006c ,010d ,004f ,006c ,010d ,66    ,WHISTLE       ,SineW9   ,A0       ,SineW9   ,A0
0179 ,004f ,006c ,010e ,004f ,006c ,010e ,66    ,WHISTLE       ,SineW9   ,A1       ,SineW9   ,A1
017a ,004f ,006c ,010f ,004f ,006c ,010f ,66    ,WHISTLE       ,SineW9   ,A2       ,SineW9   ,A2
017b ,004f ,006c ,0110 ,004f ,006c ,0110 ,66    ,WHISTLE       ,SineW9   ,A3       ,SineW9   ,A3
017c ,004f ,006c ,0111 ,004f ,006c ,0111 ,66    ,WHISTLE       ,SineW9   ,A4       ,SineW9   ,A4

017d ,0000 ,005a ,0112 ,0000 ,005a ,0112 ,67    ,RECORDER      ,SineM6   ,A0       ,SineM6   ,A0
017e ,0000 ,0059 ,0117 ,0000 ,0059 ,0117 ,67    ,RECORDER      ,SinW10   ,A0       ,SinW10   ,A0
017f ,0000 ,005a ,0113 ,0000 ,005a ,0113 ,67    ,RECORDER      ,SineM6   ,A1       ,SineM6   ,A1
0180 ,0000 ,0059 ,0118 ,0000 ,0059 ,0118 ,67    ,RECORDER      ,SinW10   ,A1       ,SinW10   ,A1
0181 ,0000 ,005a ,0114 ,0000 ,005a ,0114 ,67    ,RECORDER      ,SineM6   ,A2       ,SineM6   ,A2
0182 ,0000 ,0059 ,0119 ,0000 ,0059 ,0119 ,67    ,RECORDER      ,SinW10   ,A2       ,SinW10   ,A2
0183 ,0000 ,005a ,0115 ,0000 ,005a ,0115 ,67    ,RECORDER      ,SineM6   ,A3       ,SineM6   ,A3
0184 ,0000 ,0059 ,011a ,0000 ,0059 ,011a ,67    ,RECORDER      ,SinW10   ,A3       ,SinW10   ,A3
0185 ,0000 ,005a ,0116 ,0000 ,005a ,0116 ,67    ,RECORDER      ,SineM6   ,A4       ,SineM6   ,A4
0186 ,0000 ,0059 ,011b ,0000 ,0059 ,011b ,67    ,RECORDER      ,SinW10   ,A4       ,SinW10   ,A4

0187 ,0002 ,003f ,011c ,0002 ,003f ,011c ,68    ,OCARINA       ,SineW8   ,A0       ,SineW8   ,A0
0188 ,0002 ,003f ,011d ,0002 ,003f ,011d ,68    ,OCARINA       ,SineW8   ,A1       ,SineW8   ,A1
0189 ,0002 ,003f ,011e ,0002 ,003f ,011e ,68    ,OCARINA       ,SineW8   ,A2       ,SineW8   ,A2
018a ,0002 ,003f ,011f ,0002 ,003f ,011f ,68    ,OCARINA       ,SineW8   ,A3       ,SineW8   ,A3
018b ,0002 ,003f ,0120 ,0002 ,003f ,0120 ,68    ,OCARINA       ,SineW8   ,A4       ,SineW8   ,A4

018c ,003b ,009e ,0121 ,0019 ,009e ,0121 ,69    ,ACCORDION     ,SineM7   ,A0       ,SineM7   ,A0
018d ,003b ,009e ,0122 ,0019 ,009e ,0122 ,69    ,ACCORDION     ,SineM6   ,A1       ,SineM6   ,A1
018e ,003b ,009e ,0123 ,0019 ,009e ,0123 ,69    ,ACCORDION     ,SineM6   ,A2       ,SineM6   ,A2
018f ,003b ,009e ,0124 ,0019 ,009e ,0124 ,69    ,ACCORDION     ,SineM6   ,A3       ,SineM6   ,A3
0190 ,003b ,009e ,0125 ,0019 ,009e ,0125 ,69    ,ACCORDION     ,SineM6   ,A4       ,SineM6   ,A4

0191 ,003b ,0066 ,0126 ,0019 ,0066 ,0126 ,70    ,JAZZORGAN2    ,Organ2   ,A0       ,Organ2   ,A0 
0192 ,003b ,0066 ,0127 ,0019 ,0066 ,0127 ,70    ,JAZZORGAN2    ,Organ2   ,A2       ,Organ2   ,A2
0193 ,003b ,0066 ,0128 ,0019 ,0066 ,0128 ,70    ,JAZZORGAN2    ,Organ2   ,A3       ,Organ2   ,A3

0194 ,0031 ,0064 ,012b ,0012 ,0064 ,012a ,71    ,JAZZORGAN3    ,SinM15   ,A1       ,SinM15   ,A1
0195 ,0031 ,0064 ,0129 ,0012 ,0064 ,0129 ,71    ,JAZZORGAN3    ,SinM15   ,A1       ,SinM15   ,A1
0196 ,0031 ,0064 ,012c ,0012 ,0064 ,012c ,71    ,JAZZORGAN3    ,Organ4   ,??       ,Organ4   ,??
0197 ,0031 ,0064 ,012d ,0012 ,0064 ,012d ,71    ,JAZZORGAN3    ,Organ4   ,??       ,Organ4   ,??
0198 ,0031 ,0064 ,012e ,0012 ,0064 ,012e ,71    ,JAZZORGAN3    ,Organ4   ,??       ,Organ4   ,??

0199 ,0031 ,0041 ,012f ,0012 ,0041 ,012f ,72    ,ELECORGAN     ,SineM8   ,A0       ,SineM8   ,A0
019a ,0031 ,0041 ,0130 ,0012 ,0041 ,0130 ,72    ,ELECORGAN     ,SineM8   ,A1       ,SineM8   ,A1
019b ,0031 ,0041 ,0131 ,0012 ,0041 ,0131 ,72    ,ELECORGAN     ,SineM8   ,A2       ,SineM8   ,A2
019c ,0031 ,0041 ,0132 ,0012 ,0041 ,0132 ,72    ,ELECORGAN     ,SineM8   ,A3       ,SineM8   ,A3
019d ,0031 ,0041 ,0133 ,0012 ,0041 ,0133 ,72    ,ELECORGAN     ,SineM8   ,A4       ,SineM8   ,A4

019e ,0031 ,0035 ,0135 ,0012 ,0035 ,0134 ,73    ,REEDORGAN     ,SawM3    ,A0       ,SawM11   ,??
019f ,0031 ,0035 ,0137 ,0012 ,0035 ,0136 ,73    ,REEDORGAN     ,SawM3    ,A2       ,SawM3    ,A1
01a0 ,0031 ,0035 ,0139 ,0012 ,0035 ,0138 ,73    ,REEDORGAN     ,SawM3    ,A4       ,SawM3    ,A3

